A and T SKOGSTJÄNST AB
A B L TRÅDDETALJER I ANDERSTORP AB
A H ELEKTRONOM AB
A K RÖR and MEKANISKA, AB
A KARLSSONS MODELLSNICKERI AB
A LA CARTE IDENTITY CLOTHING AB
A O S METALL and MEKANISKA VERKSTAD AB
A S T FIBERKONST AB
A TEKNIK AB
A-COM
A-HUS AB
A-LACKERING AB
A-MODUL VÅTRUM AB
A-TRAIN AB
A. ÖSTLUNDS MEKANISKA VERKSTADS AB
A.P. STEN SWEDEN AB
A.R.T PERSONAL AB
A.S. TRANSPORT AB
AAF - VVS PROJEKT AB
AARE GRAFISK PRODUKTION AB
Aarhuskarlshamn
AB A JACOBSSON and WIDMARK
AB A.H. ERIKSSON and SÖNERS MÖBELSNICKERI
AB A.K. ERIKSSON
AB ALFR. ANDERSSONS ÅKERI
AB ALLEHANDA
AB ATLAS INREDNINGAR
AB BANDINDUSTRI
AB BASKARPSAND
AB BENDERS TAKPANNEINDUSTRI
AB BIODISK
AB BJÖRKTRÄ
AB BORLÄNGE ENERGI
AB BRÖDERNA HALL
AB BRÖDERNA VICTORSSON
AB BRÖDERNE JOHANSSONS/KAROSSERIFABRIK
AB BT PRODUCTIONS
AB C O EKBLAD and CO.
AB CARL FRITSELL
AB CERBO
AB CERBO HERTILA
AB DALA CEMENT
AB DALA-DEMOKRATEN
AB E. LINDSTRÖMS ELEKTRISKA EFTR
AB EDSBYVERKEN
AB ELECTROLUX
AB ENKÖPINGS VÄRMEVERK
AB ENOKSSONS SNICKERIER
AB FAERDEBETONG
AB FEHCO
AB FINJA BETONG
AB FORMGUMMI I RAMVIK
AB FORSERUMS VERKTYGSINDUSTRI
AB FORSSJÖ BRUK
AB FORTUM VÄRME SAMÄGT MED STOCKHOLMS STAD
AB FRILLESÅS HANDELSTRÄDGÅRD
AB FURHOFFS ROSTFRIA
AB FÄRDIG BETON
AB G. MOBACKES BLOMSTERODLING
AB GUSTAF KÄHR
AB GUSTAVSBERG
AB GÅRDSCISTERNER
AB GÖRANSSONS SKOGSENTREPRENAD I SÖDERMANLAND
AB HALLINGS SKRUVFABRIK
AB HANNELLS INDUSTRIER
AB HERBERT SJÖSTRÖM
AB HESTRA MEKANISKA
AB HORNLINE
AB HYLLTEKNIK
AB HÄLLDE-MASKINER
AB HÅLLÖFISK
AB HÖRBY BRUK
AB HÖRNHEMS HANDELSTRÄDGÅRD
AB IDESTA KÖK
AB IMPREGNA
AB INDUSTRIREKLAM
AB JACOBSON and WIDMARK
AB JÄMTLANDSKALKSTEN
AB JÖRNTRÄ
AB K.A. EKSTRÖM and SON
AB KABLEGO DALARNA
AB KALLINGE SMIDESTEKNIK
AB KARLATRÄ
AB KAROSSAN INVEST
AB KINNA FINBAGERI
AB KJELL-INGVARS
AB KLINGSTEDT and KARLSSON
AB KRAMFORS ENERGIVERK
AB KRONFÅGEL
AB KROSSEKONOMI
AB KUGGTEKNIK
AB KULLEBORN and STENSTRÖM
AB KVÄLLSTIDNINGEN EXPRESSEN
AB LAGERGRENS HANDELSTRÄDGÅRD
AB LANDSKRONA ROSTFRIA
AB MALMÖ CENTRALTRYCKERI
AB MUNKFORSSÅGAR
AB MÖCKELNS SÅGVERK
AB N.B. OLSSONS BILTRANSPORTER
AB NOCO-STOLAR
AB NORRLANDSFLYG
AB NYA SVENSKA KARTONG
AB NYBRO GLASBRUK
AB NYBRO RÖR and MEKANISKA
AB NYLANDERS ROSTFRIA
AB OMEO MEKANISKA VERKSTAD
AB ONSALAVILLAN
AB OSCAR WIGÉN
AB OSKARSHAMNS PLÅTINDUSTRI
AB OSSVALD JONSSON and CO
AB OTTO LUNDIUS BAGERI
AB REIMANS BRÖD
AB RIDDERHEIMS DELIKATESSER
AB ROMATOR
AB RONNEBYHUS
AB RÖTMOTAVERKEN
AB SANDVIK COROMANT
AB SANDVIK COROMANT, GIMOVERKEN
AB SANDVIK TAMROCK TOOLS
AB SIBE VENTILATION
AB SJÖHOLMS BRÖD
AB SKÄLLINGE HEMBAGERI
AB SKÅNEKÖTT
AB SMÅLÄNNINGEN
AB SOLNA PRESSGJUTERI
AB SPECIALPAPPER
AB SPINTAB
AB STAFSJÖ BRUK
AB START KLART
AB STEINWALLS PLÅTSLAGERI
AB STRANDVIKS HANDELSTRÄDGÅRD
AB STRÄNGBETONG
AB STRÖMSLUNDS SNICKERIFABRIK
AB SULTANS KONDITORI I KATRINEHOLM
AB SVAKROMA
AB SVENSK BILPROVNING
AB SVENSK BYGGTJÄNST
AB SVENSKA ECR and KASSASYSTEM
AB SVENSKA PRESSBYRÅN
AB SVENSKA SHELL
AB SVENSKA SPEL
AB SVENSSON and HOLM MODELLFABRIK
AB SYDSTEN
AB SÄFFLE RESESERVICE
AB TABULA
AB TERRY-TEXTIL
AB TEXREP
AB THULINS KONDITORI
AB TIDNINGEN VI
AB TRADEX CONVERTING
AB TRAV- O. GALOPPRONDEN
AB TWILFIT
AB ULVSBY TRÄ
AB UNE-PRODUKTER
AB VALBO TRANSPORT
AB VARMFÖRZINKNING
AB VERKTYGS-SERVICE APS
AB VETLANDA ENERGI
AB VOLVO PENTA
AB W. H. NORDVALL and C:O
AB WAHLQUISTS VERKSTÄDER
AB WALLONS SKOGSPLANTOR
AB WI TÖ ROSTFRIA
AB WI-KA MEKANISKA VERKSTAD
AB WIBE
AB WIKTORS AV-LINE
AB WILLIAM MICHELSENS BOKTRYCKERI
AB WILO
AB ÄLVSBYHUS
AB Ö. SÖNNARSLÖVS PLANTSKOLA
AB ÖSTERGÖTA CORRESPONDENTEN
AB ÖSTGÖTA CORRESPONDENTEN
ABA OF SWEDEN AB
ABA TEKNIKPARTNER AB
ABA-KOPIERING AB CITY
ABAX ALUMINIUM AB
ABB
ABB AB
ABB AUTOMATION TECHNOLOGY PRODUCTS AB
ABB AUTOMATION TECHNOLOGY PRODUCTS LV SYSTEMS
ABB BUILDING SYSTEMS
ABB BUILDING SYSTEMS AB
ABB BUILDINGSSYSTEMS AB
ABB CONTRACTING AB INSTALLATION FLÄKT ESSEF
ABB CREDIT AB
ABB DISTRIBUTION AB ABB KRAFT
ABB INDUSTRIES AB
ABB INDUSTRISERVICE AB
ABB KABELDON AB
ABB LOW VOLTAGE PRODUCTS AB
ABB MANUFACTURING and CONSUMER INDUSTRIES AB
ABB MANUFACTURING and CONSUMER INDUSTRY
ABB MOTORS AB
ABB NORDKOMPONENT AB
ABB PARTNER AB
ABB POWER TECHNOLOGY PRODUCTS AB
ABB POWER TECHNOLOGY PRODUCTS AB, HIGH VOLTAGE PRODUCTS / SWEDEWATER
ABB POWER TECHNOLOGY PRODUCTS PLAST
ABB PROCESS INDUSTRIES AB  AVD. FJS
ABB SERVICE AB
ABB SERVICE AB SERVICECENTER (SJ)
ABB SERVICE AB SERVICECENTER (SZ)
ABB TREASURY CENTER SWEDEN AB
ABB UTILITI
ABBA SEAFOOD AB
ABCDM
ABDON MILLS AB
ABE-TRYCK I MALUNG AB
ABECITA AB
ABECO SYSTEM AB
ABEGENTOR, AB
ABEKO KONFEKTIONS AB
ABELKO INNOVATION AB
ABENE MACHINE AB
ABETONG AB
ABETONG AB FABRIKEN I VARBERG
ABETONG PRECON AB H-FABRIKEN
ABETONG PRECON AB S-FABRIKEN
ABETRYCK AB
ABETRYCK I HELSINGBORG AB
ABG SUNDAL COLLIER
ABIA INDUSTRIAUTOMATIK, AB
ABICON AB
ABIGO MEDICAL AB
ABO VERKEN AB
ABRAHAMSONS TRYCKERI AB
ABRI-PRODUKTER AB
ABS PUMP PRODUCTION AB
ABSTRACTA AB FÖRSÄLJNINGSKONTOR
ACAL AB
ACB LAMINAT AB
ACCALOM AB
ACCALON AB
ACCEL AB
ACCENTA AB
ACCENTURE AB
ACELLO PRINT AB
ACER COMPUTER SWEDEN AB
ACG ACCENT AB
ACKERMANN COMFORT AB
ACKURAT INDUSTRIPLAST AB
ACRIVIA AB
ACRYLGRUPPEN AB
ACSC INTERNATIONAL AB
ACTIT AB
ACTIV MEDIA I VÄXJÖ AB
ACTIVE BIOTECH RESEARCH AB
ACTIVE CAPITAL AB
AD-PLAST I ANDERSTORP AB
ADEKEMA AB
